first_name,last_name,email,Пароль,phone_number,address,position,department,start_date,salary
Марина,Захарченко,hzinchenko@outlook.com,IyWpEjmHDE,+380 98 148-06-06,селище Заводське,Розробник,Маркетинг,19.08.2024,15544
Тереза,Стець,dziubakostiantyn@mail.ua,f60HSlEXVa,+380 95 701-89-86,хутір Коломия,Розробник,IT,15.04.2022,34724
Василь,Пелех,kylymnykroksolana@ukr.net,e1yNNQA7Im,+380 99 632-17-06,селище Барвінкове,Розробник,IT,11.05.2021,40498
Федір,Дашкевич,avhustyn79@outlook.com,o91iWxq7Sl,+380 93 837-34-63,селище Донецьк,HR,HR,28.08.2020,36452
Герман,Шевченко,hlibhavrysh@ukr.net,eJBbXyeTs9,+380 98 457-09-57,місто Лиман,HR,Розробка,29.05.2022,24619
Єлисей,Андрієнко,clupii@ukr.net,cfKGkHGEXR,+380 66 689-28-15,селище Алупка,Дизайнер,Маркетинг,27.05.2021,47527
Венедикт,Титаренко,viktor02@gmail.com,9uwn*ZHLI8,+380 50 417-94-04,місто Дебальцеве,HR,Маркетинг,16.04.2021,44987
Ліза,Дурдинець,yzinkevych@gmail.com,0IsDpvePuT,+380 67 996-85-91,хутір Миколаївка,Тестувальник,HR,27.08.2021,32747
Альбіна,Носаченко,sahalsofiia@mail.ua,F95bWAUjp0,+380 93 137-80-76,село Калинівка,Дизайнер,IT,31.01.2024,27930
Софія,Дробаха,ysaienko@i.ua,TpnTiviqyR,+380 93 515-83-60,селище Васильків,Розробник,IT,06.10.2024,49845
Мілена,Якимчук,ivanchenkohavrylo@ukr.net,rOAr8ESaGm,+380 67 860-90-91,місто Армянськ,Тестувальник,Продажі,03.06.2023,38518
Роман,Демʼянчук,hennadiivelychko@meta.ua,W1UASM3n%9,+380 96 455-57-48,селище Вовчанськ,HR,Розробка,01.04.2021,24862
Златослава,Гайдай,marynaarkhymovych@mail.ua,Oxt8wfOALB,+380 99 557-59-67,село Ніжин,Дизайнер,IT,25.05.2022,30358
Назар,Чуйко,nataliia48@ukr.net,PAqOxsr2Pu,+380 98 143-31-27,селище Полтава,Менеджер,Продажі,09.06.2023,40047
Павло,Кириленко,zpoltavets@ukr.net,gCAM2vlgig,+380 67 782-37-52,хутір Баранівка,Менеджер,Продажі,26.07.2023,29238
Євген,Христенко,vabramchuk@i.ua,*wlrnmvcsT,+380 99 953-94-11,хутір Сокаль,Тестувальник,IT,08.04.2023,30282
Спас,Мамчур,yprytula@mail.ua,feqI7qcnw1,+380 93 386-42-34,село Узин,HR,Фінанси,21.10.2020,35008
Левко,Жадан,danylo67@mail.ua,vOReeHAy9i,+380 93 898-50-81,хутір Снігурівка,Менеджер,Фінанси,19.07.2023,24782
Семен,Стець,danprymachenko@gmail.com,HFO1VzCHwI,+380 95 475-07-87,місто Середина-Буда,Аналітик,Розробка,21.01.2020,20521
Теодор,Харченко,omeliandemianchuk@outlook.com,1hapwsKbUg,+380 73 946-51-04,село Бердичів,Розробник,Фінанси,11.11.2021,43304
Лілія,Дейнека,sdarahan@meta.ua,TWEZHTWXQM,+380 66 117-61-58,місто Волноваха,Тестувальник,Фінанси,14.02.2024,40148
Устим,Годунок,talanieva@gmail.com,gQ35rwBnPX,+380 99 568-89-04,місто Українськ,Менеджер,IT,18.07.2024,19154
Роксолана,Непорожній,hilienko@ukr.net,vzavpkVNvu,+380 98 413-32-04,село Старобільськ,Менеджер,Фінанси,09.10.2021,19868
Юстина,Жадан,edanyliuk@i.ua,vaZAwKWVmq,+380 93 250-38-91,місто Іршава,Аналітик,Розробка,30.07.2020,48457
Одарка,Нестеренко,tarassvystun@i.ua,XZpNJFQq1X,+380 67 318-78-99,хутір Новодністровськ,Менеджер,Продажі,11.03.2024,29932
Святослава,Лаба,priska81@gmail.com,BEIFZIU4CI,+380 99 390-83-02,хутір Карлівка,HR,IT,22.10.2020,15104
Тарас,Гаврюшенко,kkorzh@meta.ua,aZpqaEG8RV,+380 98 876-27-06,селище Старий Самбір,Розробник,IT,16.06.2024,17267
Галина,Таран,moskalarkadii@gmail.com,aSe2mlWUaR,+380 50 267-87-88,селище Єнакієве,Розробник,Розробка,14.05.2024,41952
Валентин,Забарний,chornovilartem@i.ua,YUrHC1iqdi,+380 67 319-10-83,село Рогатин,Аналітик,Фінанси,16.08.2020,17628
Теодор,Литвин,veresavhustyn@gmail.com,cEEJ9xWaGq,+380 93 571-43-22,селище Острог,Дизайнер,HR,26.03.2024,24833
Теодор,Пилипенко,ieshchenkolevko@yahoo.com,E7BR7sonoy,+380 99 593-21-89,хутір Гола Пристань,Аналітик,IT,11.06.2020,25610
Василина,Журавель,mariiaivanychuk@gmail.com,pSiw08NFnJ,+380 73 690-69-66,селище Золотоноша,Аналітик,Розробка,09.09.2020,22734
Климент,Салій,vdatsiuk@meta.ua,sBBHLAo8sw,+380 67 953-81-17,село Глиняни,HR,HR,26.12.2019,20568
Марʼяна,Пилипенко,ibabiuk@outlook.com,Rw1zu3nIvd,+380 97 834-31-56,хутір Краматорськ,Аналітик,Фінанси,13.07.2021,20061
Варфоломій,Забіла,niashchenko@i.ua,ABha4DCLpW,+380 66 157-63-83,хутір Устилуг,Дизайнер,HR,24.07.2020,32921
Борислав,Швачко,dakhnolukian@yahoo.com,sJBZi8mKiT,+380 99 316-22-82,місто Рівне,Тестувальник,IT,23.01.2023,38510
Юхим,Мазепа,tovstolisartem@meta.ua,0FcSBfVy9P,+380 99 340-31-01,місто Сміла,Менеджер,IT,01.01.2022,26034
Трохим,Оліфіренко,mpoltavets@outlook.com,viOJyu7v5l,+380 96 696-45-24,місто Вишневе,Тестувальник,HR,09.04.2024,24296
Едита,Щорс,hgalagan@meta.ua,YE8pCGoUwL,+380 99 163-07-79,село Бурштин,Тестувальник,HR,21.05.2024,28656
Амалія,Голобородько,mykhailynabazavluchenko@i.ua,NKLXlKNTdZ,+380 96 536-28-23,місто Лебедин,Розробник,IT,14.05.2021,17097
Роксолана,Артюх,qtiahnybok@gmail.com,gHQH77T6yI,+380 99 531-18-20,хутір Залізне,HR,Продажі,30.10.2022,26357
Ярослава,Атаманчук,leonisaienko@yahoo.com,RAz6DE3XSB,+380 95 829-55-72,селище Отаманівка,Дизайнер,IT,04.04.2024,37793
Пантелеймон,Затовканюк,mazursvitlana@i.ua,SLzESmIG!I,+380 50 969-68-32,селище Борщів,Менеджер,IT,28.04.2022,38571
Леонтій,Аронець,kovpakkhoma@yahoo.com,5VaJzrruFb,+380 98 848-62-70,селище Багачеве,Тестувальник,Фінанси,26.07.2020,48110
Веніямин,Євтушок,viktor33@mail.ua,6UieFmzLIx,+380 95 979-75-50,селище Хутір-Михайлівський,Аналітик,Фінанси,13.03.2023,37628
Веніямин,Євтушок,zaverchenko@mail.ua,s598wCKBDb,+380 66 579-19-36,місто Болехів,Розробник,Фінанси,05.07.2022,30540
Златослава,Макаренко,khrystyna06@mail.ua,D%1da9dzOa,+380 96 190-50-39,місто Кипуче,Розробник,Розробка,14.02.2021,24270
Панас,Малик,galaganles@i.ua,0Vn9mn6m$u,+380 73 250-47-29,селище Погребище,Аналітик,IT,16.03.2024,44754
Борислав,Ільченко,vasylashkoroksolana@yahoo.com,cLlzCvWkXF,+380 98 185-75-29,селище Яворів,Менеджер,IT,24.10.2021,42062
Ростислав,Талан,violetta74@mail.ua,0Sogwd9HWy,+380 98 638-41-05,місто Тиврів,Дизайнер,Продажі,19.02.2023,40807
Віталій,Жученко,nataliia24@yahoo.com,G87lVPvJO7,+380 99 894-42-98,селище Ірміно,Розробник,Фінанси,02.07.2022,37998
Анжела,Гаврилець,pstets@mail.ua,hWf3CiwPW0,+380 98 645-56-54,хутір Жданівка,Розробник,HR,24.01.2020,23220
Левко,Сацюк,velychkovitalii@i.ua,pzEbXNPYlp,+380 96 107-81-82,місто Костопіль,Дизайнер,Розробка,07.03.2020,21901
Юхим,Зінчук,iukhym25@mail.ua,EmKSme5OoI,+380 99 940-51-26,село Бердичів,Тестувальник,Продажі,10.04.2022,22733
Людмила,Литвиненко,albert26@ukr.net,dBuI6bHqe1,+380 96 143-55-54,селище Збараж,Менеджер,IT,06.04.2023,15895
Ілля,Тригуб,albertbandera@ukr.net,9lvpG5kVX7,+380 99 687-31-18,селище Родинське,Розробник,HR,06.01.2021,19581
Петро,Килимник,iarynamalyshko@yahoo.com,dItfdo4x3n,+380 98 114-69-38,місто Нова Каховка,Дизайнер,Фінанси,16.09.2024,45910
Єлисей,Вітер,dvyshniak@i.ua,ss9toWjnZK,+380 96 275-29-65,село Броди,Аналітик,Маркетинг,13.10.2021,17904
Богдан,Теличенко,pylyp77@outlook.com,HuIjYN0MhH,+380 93 596-50-73,селище Помічна,Розробник,Продажі,01.05.2024,16015
Герман,Сиротенко,ostapaverchenko@yahoo.com,2OCSPuat$y,+380 73 182-55-60,селище Герца,Тестувальник,IT,26.11.2019,21066
Охрім,Каденюк,kcherinko@gmail.com,jaznZN@Tg7,+380 66 222-07-71,хутір Новгород-Сіверський,Аналітик,IT,14.03.2021,44938
Богуслава,Баштан,jtsiutsiura@meta.ua,POp54hXScE,+380 93 661-58-72,селище Городище,Розробник,Маркетинг,01.05.2021,24277
Герман,Гаврилишин,skorykserhii@meta.ua,jfWXDgoQzV,+380 67 234-00-29,місто Олевськ,Розробник,Розробка,01.03.2024,45854
Олександр,Наливайко,kievdokymenko@gmail.com,81zk7oKUkX,+380 73 470-36-93,село Дніпрорудне,Тестувальник,Розробка,06.09.2024,32703
Пантелеймон,Асаула,konoplenkomyroslav@gmail.com,xR(fMgVhxO,+380 67 886-87-88,село Єнакієве,Менеджер,HR,20.03.2024,39119
Варвара,Абрамчук,tzhuravel@i.ua,jS0f12395t,+380 67 983-07-92,село Іршава,Розробник,HR,07.12.2020,30232
Мирон,Салій,nazarenkovasyl@gmail.com,pxB0TJgF4h,+380 99 630-74-43,селище Бобровиця,HR,Фінанси,11.08.2024,42019
Ганна,Деревʼянко,tsiupanataliia@yahoo.com,LzYHOSFhue,+380 73 889-07-29,місто Щолкіне,Дизайнер,HR,09.01.2021,48302
Оксана,Рубець,achumak@ukr.net,EDGBLoDqoo,+380 99 411-76-62,селище Українка,Тестувальник,Фінанси,13.11.2020,20510
Людмила,Сацюк,tskyrda@yahoo.com,P7RVxqouiO,+380 97 629-61-55,хутір Нікополь,Тестувальник,Фінанси,04.09.2024,18470
Михайло,Стець,stanislav44@outlook.com,qe1KgOMTOc,+380 98 412-66-04,місто Черкаси,Тестувальник,Фінанси,17.07.2021,28023
Артем,Цимбал,zarudnyiiustyna@gmail.com,6HRmAV9Mbc,+380 99 799-55-42,село Слов'янськ,Тестувальник,Продажі,06.09.2020,27609
Сніжана,Сиротенко,tovstukhaalina@ukr.net,ctgM2umNqm,+380 73 465-14-27,місто Чуднів,Дизайнер,Фінанси,26.07.2020,43537
Юстим,Бевзенко,vlasenkomarko@yahoo.com,CwROGDPf5Y,+380 98 430-67-89,селище Лисичанськ,Розробник,Маркетинг,03.03.2023,36407
Левко,Юрчишина,vdeineko@yahoo.com,HsebdMZSF&,+380 96 830-94-53,місто Почаїв,HR,Розробка,15.12.2019,32295
Леонтій,Єрченко,bshyian@outlook.com,txYeNwbQSW,+380 93 344-37-98,хутір Бориспіль,Аналітик,Фінанси,27.06.2020,20538
Орхип,Стус,piatachenkovalentyna@gmail.com,zZiq1r0RyU,+380 97 118-47-27,хутір Жмеринка,Тестувальник,Маркетинг,29.11.2022,30526
Ада,Дубенко,ldeineko@i.ua,KJYW64XKoI,+380 50 795-80-71,місто Сокиряни,Дизайнер,Фінанси,09.02.2021,21231
Назар,Акуленко,onysym89@gmail.com,USDDRBarS4,+380 96 706-20-84,селище Андрушівка,Розробник,HR,05.01.2021,23397
Златослава,Зайченко,myron67@yahoo.com,YNlAxa4OZO,+380 93 368-18-63,хутір Чистякове,Менеджер,HR,17.01.2024,18995
Аніта,Батуринець,iosypshvedchenko@gmail.com,egHd^5UKo4,+380 97 115-85-06,хутір Макіївка,Розробник,HR,28.09.2020,43067
Костянтин,Ємець,teodor58@outlook.com,YmVoNGeorw,+380 50 603-64-76,хутір Ржищів,Розробник,Продажі,31.05.2022,32886
Руслан,Юрчук,dubynavioletta@meta.ua,9hSW&40QlY,+380 95 801-97-46,хутір Балаклія,HR,IT,24.02.2022,42728
Станіслав,Саєнко,mykhailo40@outlook.com,ZGQFNavaRj,+380 98 987-39-07,місто Алмазна,Аналітик,Маркетинг,07.02.2021,22163
Анастасія,Скиба,davydabramchuk@yahoo.com,KPgpbeezGH,+380 50 657-41-59,село Каховка,Аналітик,Маркетинг,04.12.2021,39070
Максим,Кириленко,andriifesenko@meta.ua,HBtH4EfUZK,+380 95 448-25-85,село Трускавець,Тестувальник,Розробка,05.05.2021,29832
Максим,Вдовенко,stefankharchenko@outlook.com,sOR6AJjtFL,+380 93 504-01-54,місто Шепетівка,Дизайнер,Продажі,22.04.2020,49696
Мілена,Рябошапка,ada41@yahoo.com,WqctrHik1H,+380 50 399-90-56,хутір Самар,Тестувальник,Маркетинг,20.04.2023,23135
Ганна,Бабенко,dkolisnychenko@i.ua,7ZDQlLxFVo,+380 73 672-11-04,село Решетилівка,Тестувальник,Фінанси,22.06.2024,19137
Борис,Ярема,aaronaronets@outlook.com,Ssz(fi3Qd3,+380 50 340-54-84,селище Жовті Води,Розробник,Продажі,02.10.2023,16893
Тарас,Данчук,venedyktrak@yahoo.com,FKVv6jLzXa,+380 96 400-33-76,хутір Вуглегірськ,Тестувальник,HR,28.07.2022,21489
Наталія,Якимчук,mykhailynaaleksiichuk@yahoo.com,I8NFsu0laW,+380 97 676-42-02,місто Дружківка,Аналітик,IT,14.07.2020,18108
Віра,Гук,olena78@ukr.net,BV8eEiF1aw,+380 98 444-42-49,село Монастирище,Аналітик,Маркетинг,08.02.2022,24076
Климент,Рябець,ushvachka@outlook.com,f8o460NHNK,+380 98 509-84-05,хутір Дніпро,Тестувальник,IT,11.07.2021,18137
Христина,Затула,sheremetserhii@i.ua,0qSkn5VUWL,+380 95 275-78-68,хутір Васильків,Аналітик,HR,19.03.2022,28474
Василь,Тимченко,ielysavetamalyshko@i.ua,pssJLxHeBH,+380 96 878-46-22,село Вишневе,HR,Маркетинг,28.01.2023,24431
Надія,Москаль,sofiia64@yahoo.com,Ti4Y31earg,+380 98 829-90-48,місто Інкерман,Дизайнер,Розробка,13.08.2021,40547
Ярема,Верес,albertdemianchuk@mail.ua,d%roJAe4lH,+380 93 766-31-04,село Бровари,Розробник,Маркетинг,22.11.2019,19152
Віолетта,Чарниш,qtryhub@mail.ua,YsoAbUR03d,+380 98 942-06-95,місто Охтирка,Менеджер,Фінанси,22.08.2024,47482
Ада,Артюшенко,jorlyk@i.ua,jl9s6Cg3eJ,+380 99 385-43-57,селище Сокаль,Аналітик,HR,19.12.2022,37269
Лілія,Данилюк,myronvasylevych@gmail.com,1XAYg2RkSh,+380 98 832-18-23,місто Тростянець,Менеджер,Розробка,09.04.2024,20511
Артем,Цимбалюк,heorhiilemeshko@ukr.net,gQ5YnNN0tt,+380 93 787-60-72,село Біла Церква,Тестувальник,Розробка,27.05.2020,32852
Леонтій,Левченко,holoborodkomykyta@i.ua,TSX8P69e28,+380 98 201-86-30,хутір Кобеляки,Дизайнер,Продажі,22.04.2022,15759
Юстина,Медведенко,bohdanzinchuk@ukr.net,5uVxW9QoYu,+380 93 269-55-74,місто Корсунь-Шевченківський,Тестувальник,Розробка,03.05.2024,36132
Едуард,Гавришкевич,ielyseiromanets@i.ua,KVISnsiRVs,+380 95 632-03-33,селище Острог,Менеджер,Маркетинг,15.04.2023,25014
Альбіна,Ісаєнко,demydenkoamvrosii@gmail.com,6AsPymvXbl,+380 95 386-92-74,селище Рожище,Менеджер,IT,11.11.2020,19627
Демид,Ісаєнко,makarenkoiakiv@gmail.com,ggxnHGKi5T,+380 50 587-05-25,селище Берислав,Розробник,HR,26.06.2021,23557
